,Account Name,Provider Client,Subject,Bill Amt,Purch Amt,ROI_Categoria
1344,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
1347,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,2120.0,594.0,Baja rentabilidad
1350,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1351,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1356,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
1366,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,2010.0,563.0,Baja rentabilidad
1367,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1100.0,308.0,Baja rentabilidad
1368,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1370,Goldberg Injury Law,LVC Surgery Center,Surgery,3030.0,999.9,Rentabilidad media
1373,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1376,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
1379,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1383,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
1399,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1400,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,2000.0,560.0,Baja rentabilidad
1402,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,400.0,112.0,Baja rentabilidad
1403,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1407,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
1408,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1412,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1427,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
1428,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
1432,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,2010.0,563.0,Baja rentabilidad
1433,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1100.0,308.0,Baja rentabilidad
1445,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
1462,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,2000.0,560.0,Baja rentabilidad
1464,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,400.0,112.0,Baja rentabilidad
1474,Goldberg Injury Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
1480,Goldberg Injury Law,LVC Surgery Center,Surgery,12180.0,4019.4,Baja rentabilidad
1481,Goldberg Injury Law,LVC Surgery Center,Surgery,6596.0,2176.68,Baja rentabilidad
1482,Goldberg Injury Law,Surgical Arts Centre,Surgery,5072.0,1673.76,Baja rentabilidad
1483,Goldberg Injury Law,OpenSided MRI of Las Vegas,Administrative,3590.0,1000.0,Baja rentabilidad
1484,Goldberg Injury Law,Simpson Chiropractic,Chiropractic,5195.0,1662.4,Rentabilidad media
1485,Hale Injury Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1486,Hale Injury Law,LVR,Imaging,1650.0,495.0,Alta rentabilidad
1487,Hale Injury Law,LVR,Imaging,150.0,45.0,Alta rentabilidad
1490,Harris Personal Injury Lawyers CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1491,Harris Personal Injury Lawyers CA,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
1492,Harris Personal Injury Lawyers CA,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
1493,Allen Injury Law LLC,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
1495,Jacoby & Meyers CA,Precision Medical Products,Medical Device,4250.0,1062.5,Pérdida
1496,Jacoby & Meyers CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1497,Jacoby & Meyers CA,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
1498,Jacoby & Meyers CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1499,Jacoby & Meyers CA,Precision Medical Products,Medical Device,995.0,248.75,Pérdida
1500,Jacoby & Meyers CA,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
1501,Jacoby & Meyers CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1502,Jacoby & Meyers CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1503,Kang & Associates,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
1505,Kang & Associates,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
1508,Karns & Karns Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
1509,Karns & Karns Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
1510,Karns & Karns Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
1511,Karns & Karns Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
1512,ER Injury Attorneys,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
1513,Ladah Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Pérdida
1515,Ladah Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Pérdida
1517,Ladah Law,Pueblo Medical Imaging,Imaging,1125.0,315.0,Pérdida
1522,Ladah Law,Pueblo Medical Imaging,Imaging,1200.0,250.0,Pérdida
1523,Ladah Law,Simpson Chiropractic,Chiropractic,5075.0,1015.0,Alta rentabilidad
1524,Ladah Law,Suarez Physical Therapy,Physical Therapy,9599.0,2879.0,Baja rentabilidad
1525,Ladah Law,Suarez Physical Therapy,Physical Therapy,15991.0,4797.3,Baja rentabilidad
1526,Lalezary Law Firm CA Law Brothers,Precision Medical Products,Medical Device,4349.45,1087.36,Rentabilidad media
1527,Lalezary Law Firm CA Law Brothers,Precision Medical Products,Medical Device,2573.25,643.31,Baja rentabilidad
1528,Lalezary Law Firm CA Law Brothers,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
1529,Lalezary Law Firm CA Law Brothers,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
1530,Lalezary Law Firm CA Law Brothers,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1531,Lalezary Law Firm CA Law Brothers,Precision Medical Products,Medical Device,334.5,83.63,Baja rentabilidad
1533,Lalezary Law Firm CA Law Brothers,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
1535,Larian Law Firm,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
1536,Larian Law Firm,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
1537,Larian Law Firm,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1538,Larian Law Firm,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1539,Larry H Parker Law,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1540,Larry H Parker Law,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1542,Larry H Parker Law,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1543,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,4250.0,1062.5,Pérdida
1544,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
1545,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
1546,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,164.49,41.12,Rentabilidad media
1547,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
1548,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,2040.15,510.04,Rentabilidad media
1549,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
1550,Law Office of Arash Khorsandi,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
1551,Law office of Brian Breiter,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
1552,Law Office of Daniel C Allen,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
1556,Law Office of Daniel C Allen,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1557,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1558,Law Office of Stephen Reid,LVR,Imaging,150.0,45.0,Rentabilidad media
1559,Law Office of Stephen Reid,LVR,Imaging,250.0,75.0,Rentabilidad media
1561,Law Office of Stephen Reid,LVR,Imaging,1650.0,495.0,Rentabilidad media
1562,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1563,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1950.0,546.0,Alta rentabilidad
1564,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1783.0,504.0,Alta rentabilidad
1565,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1467.0,504.0,Rentabilidad media
1566,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1572,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1573,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1579,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
1584,Law Office of Stephen Reid,Pueblo Medical Imaging,Lien,150.0,42.0,Rentabilidad media
1586,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1594,Law Office of Stephen Reid,LVR,Imaging,1650.0,495.0,Rentabilidad media
1609,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1613,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1620,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
1632,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1850.0,462.0,Rentabilidad media
1633,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1850.0,462.0,Rentabilidad media
1644,Law Office of Stephen Reid,LVR,Imaging,150.0,45.0,Baja rentabilidad
1649,Law Office of Stephen Reid,LVR,Imaging,250.0,75.0,Baja rentabilidad
1653,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1665,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
1668,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1685,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
1688,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1704,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,50.0,Rentabilidad media
1714,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1737,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1755,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1768,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1778,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
1780,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1125.0,315.0,Baja rentabilidad
1781,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1782,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
1787,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
1788,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
1800,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1200.0,250.0,Baja rentabilidad
1801,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
1806,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
1815,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
1816,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
1820,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
1824,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1833,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1835,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1841,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
1842,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1863,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1864,Law Office of Stephen Reid,Law Office of Stephen Reid,Imaging,1650.0,462.0,Rentabilidad media
1877,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1898,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
1899,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
1909,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1910,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
1935,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
1939,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
1969,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
1971,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
1973,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
1998,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2003,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2005,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2010,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
2011,Law Office of Stephen Reid,LVR,Imaging,1650.0,495.0,Baja rentabilidad
2021,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2029,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
2032,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,495.0,Rentabilidad media
2037,Law Office of Stephen Reid,LVR,Imaging,150.0,45.0,Rentabilidad media
2039,Law Office of Stephen Reid,LVR,Imaging,250.0,75.0,Rentabilidad media
2040,Law Office of Stephen Reid,LVR,Imaging,150.0,45.0,Pérdida
2052,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
2055,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Pérdida
2062,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,250.0,70.0,ROI extremo/anómalo
2071,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,495.0,Rentabilidad media
2089,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
2090,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2091,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2093,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
2097,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,ROI extremo/anómalo
2099,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,2000.0,560.0,ROI extremo/anómalo
2102,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2104,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2105,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2107,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2110,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2111,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2112,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,560.0,Rentabilidad media
2113,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,2000.0,560.0,Rentabilidad media
2114,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,400.0,112.0,Rentabilidad media
2116,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2120,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2121,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2134,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2136,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2140,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2147,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
2153,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2154,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2157,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2161,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2164,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2166,Law Office of Stephen Reid,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2169,Law Office of Victor M Cardoza,LVR,Imaging,1650.0,495.0,Baja rentabilidad
2171,Law Office of Victor M Cardoza,LVR,Lien,1650.0,495.0,Baja rentabilidad
2173,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2175,Law Office of Victor M Cardoza,LVR,Administrative,150.0,45.0,Rentabilidad media
2180,Law Office of Victor M Cardoza,LVR,Administrative,250.0,75.0,Rentabilidad media
2186,Law Office of Victor M Cardoza,LVR,Imaging,1650.0,495.0,Rentabilidad media
2188,Law Office of Victor M Cardoza,LVR,Imaging,1650.0,495.0,Rentabilidad media
2191,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Lien,1650.0,462.0,Baja rentabilidad
2192,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Lien,150.0,42.0,Alta rentabilidad
2195,Law Office of Victor M Cardoza,LVR,Lien,1650.0,495.0,Rentabilidad media
2197,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2199,Law Office of Victor M Cardoza,LVR,Imaging,250.0,75.0,Alta rentabilidad
2200,Law Office of Victor M Cardoza,LVR,Imaging,150.0,45.0,Alta rentabilidad
2201,Law Office of Victor M Cardoza,LVR,Imaging,150.0,42.0,Alta rentabilidad
2202,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
2205,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2209,Law Office of Victor M Cardoza,LVR,Imaging,1650.0,495.0,Alta rentabilidad
2220,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
2226,Law Office of Victor M Cardoza,LVR,Imaging,150.0,45.0,Rentabilidad media
2229,Law Office of Victor M Cardoza,LVR,Imaging,1650.0,495.0,Rentabilidad media
2230,Law Office of Victor M Cardoza,LVR,Imaging,1650.0,495.0,Baja rentabilidad
2233,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Imaging,1650.0,392.0,Rentabilidad media
2234,Law Office of Victor M Cardoza,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2236,Law Office of Victor M Cardoza,LVR,Imaging,1850.0,555.0,Baja rentabilidad
2237,Law Office of Victor M Cardoza,LVR,Imaging,750.0,225.0,Baja rentabilidad
2239,Law Office of Victor M Cardoza,LVR,Imaging,1100.0,330.0,Rentabilidad media
2240,Law Office of Victor M Cardoza,LVR,Imaging,250.0,75.0,Baja rentabilidad
2241,Law Office of Victor M Cardoza,LVR,Imaging,150.0,45.0,Baja rentabilidad
2250,Law office of Brian Breiter,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
2251,Law office of Brian Breiter,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
2252,Lawrence C Hill & Associates,LVR,Imaging,1650.0,495.0,Rentabilidad media
2253,Lawrence C Hill & Associates,LVR,Imaging,1650.0,495.0,Rentabilidad media
2254,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2256,Lawrence C Hill & Associates,LVR,Lien,250.0,75.0,Rentabilidad media
2257,Lawrence C Hill & Associates,LVR,Imaging,1650.0,495.0,Rentabilidad media
2263,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2265,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,150.0,50.0,Rentabilidad media
2269,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1750.0,420.0,Alta rentabilidad
2270,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1950.0,546.0,Rentabilidad media
2271,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2275,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2278,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1650.0,392.0,Alta rentabilidad
2287,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2309,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
2311,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,150.0,50.0,Baja rentabilidad
2320,Lawrence C Hill & Associates,Lawrence C Hill & Associates,Imaging,1650.0,462.0,Rentabilidad media
2322,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2324,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2329,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2337,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1125.0,315.0,Alta rentabilidad
2341,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2344,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2351,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,165.0,47.0,Rentabilidad media
2354,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
2355,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
2361,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2362,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2365,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
2368,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1100.0,308.0,Baja rentabilidad
2369,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,2010.0,563.0,Baja rentabilidad
2370,Lawrence C Hill & Associates,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
2377,Lerner & Rowe Las Vegas,Precision Medical Products,Medical Device,4250.0,1360.0,Rentabilidad media
2378,Lerner & Rowe Las Vegas,Precision Medical Products,Medical Device,4250.0,1360.0,Baja rentabilidad
2379,Lerner & Rowe Las Vegas,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
2380,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2382,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2383,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
2384,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Pérdida
2387,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2389,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2390,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2391,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1125.0,315.0,Alta rentabilidad
2392,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2398,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
2400,Lloyd Baker Injury Attorneys,Parkway Surgery Center,Surgery,48370.0,15962.1,Baja rentabilidad
2401,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1000.0,280.0,Baja rentabilidad
2402,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1800.0,462.0,Rentabilidad media
2403,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2415,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2417,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
2432,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
2434,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
2437,Lloyd Baker Injury Attorneys,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
